0,1,2,grammared,tled,time
000000032941.jpg,สัญลักษณ์ถนนสีเหลืองที่อยู่ข้างถนน,a yellow street sign sitting on the side of a road ,,,0.0
000000540414.jpg,ประชากรที่นั่งอยู่รอบโต๊ะพร้อมกับอาหาร,a crowd of people sitting around a table with food ,ประชากรนั่งอยู่รอบโต๊ะพร้อมกับอาหาร,กลุ่มคนนั่งรอบโต๊ะกับอาหาร,1.9598004817962646
000000385190.jpg,สถานที่ในถนนที่มีกราฟฟิตี้อยู่ด้านข้าง,a street scene with graffiti on the side of it ,,,0.0
000000187249.jpg,ขวดเบียร์และทีวีบนโต๊ะ,a bottle of beer and a television on a table ,ขวดเบียร์และทีวีบนโต๊ะ,ขวดเบียร์และทีวีอยู่บนโต๊ะ,2.1093947887420654
000000210855.jpg,ห้องน้ํา พร้อมห้องน้ํา สระน้ําและกระจก,"a bathroom with a toilet, sink and mirror ",,,0.0
000000196009.jpg,กะโครตบนจานกับกระทะ,a carrot on a plate with a spoon ,,,0.0
000000002473.jpg,ผู้ชายที่บินผ่านอากาศ ขี่สกี,a man flying through the air while riding skis ,,,0.0
000000384949.jpg,สะพานข้ามน้ําที่มีหอนาฬิกา,a bridge over a body of water with a clock tower ,สะพานข้ามน้ำที่มีหอนาฬิกา,สะพานข้ามสะพานข้ามสะพานข้ามสะพานข้ามสะพานข้ามสะพานข้ามสะพานข้ามสะพานข้ามสะพานข้ามสะพานข้ามสะพานข้ามสะพานข้ามสะพานข้ามสะพานข้ามสะ,3.9098474979400635
000000543581.jpg,ห้องนั่งเล่น พร้อมโซฟาและทีวี,a living room with a couch and a television ,,,0.0
000000154087.jpg,คนยืนอยู่บนเนินทางสกีที่ครอบคลุมด้วยหิมะ,people standing on top of a snow covered ski slope ,คนยืนอยู่บนเนินทางสกีที่ครอบคลุมด้วยหิมะ,ผู้คนยืนอยู่บนด้านบนของภูเขาสกีที่ปกคลุมด้วยหิมะ,2.484802722930908
000000047801.jpg,ชายที่กินเค้กตอนเที่ยวเที่ยว,a man eating a slice of cake at a picnic ,,,0.0
000000239857.jpg,ชายที่โยนฟริสบี้ไปบนถนนดิน,a man throwing a frisbee on a dirt road ,,,0.0
000000540502.jpg,ห้องครัว พร้อมตู้เย็น สระน้ํา และกระเป๋ากระเป๋า,"a kitchen with a refrigerator, sink, and cabinets ",,,0.0
000000058636.jpg,สัญลักษณ์ถนนบนเสาที่มีเสาโทรศัพท์,a street sign on a pole with a telephone pole ,สัญลักษณ์ถนนบนเสาที่มีเสาโทรศัพท์,ป้ายถนนบนเสาโทรศัพท์,2.0998382568359375
000000100274.jpg,สถานีรถไฟที่มีรถไฟหลายสายที่จอดอยู่บนรถไฟ,a train station with several trains parked on the tracks ,,,0.0
000000524108.jpg,รถมอเตอร์ไซค์ถูกวางแถวกัน,motorcycles are lined up in a row ,รถมอเตอร์ไซค์ถูกวางแถวกัน,รถมอเตอร์ไซค์จัดเรียงเป็นแถว,1.8845620155334473
000000493613.jpg,พาร์ตบอร์ดที่นั่งบนถนน,a pair of skateboards sitting on top of a street ,,,0.0
000000259854.jpg,สัญลักษณ์ถนนบนคานหน้าอาคารสูง,a street sign on a pole in front of a tall building ,สัญลักษณ์ถนนบนคานหน้าอาคารสูง,ป้ายถนนบนเสาข้างหน้าตึกสูง,1.8747155666351318
000000570539.jpg,รถบัสที่มีรูปผู้หญิงใส่หมวกอยู่บนมัน ,a bus with a picture of a woman in a hat on it ,,,0.0
000000579321.jpg,สุนัขที่นอนอยู่บนพื้นพร้อมกับรองเท้า,a dog laying on the ground with a pair of shoes ,,,0.0
000000546964.jpg,ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และสิ่งอํานวยความสะดวกมากมาย,a living room filled with lots of furniture and decor ,,,0.0
000000450075.jpg,ผู้หญิงตัดผมของผู้หญิงหน้าผนัง,a woman cutting a woman's hair in front of a wall ,ผู้หญิงตัดผมของผู้หญิงหน้าผนัง,ผู้หญิงคนหนึ่งตัดผมของผู้หญิงอีกคนหนึ่งต่อหน้ากำแพง,2.773451805114746
000000178618.jpg,ช้างกําลังเดินผ่านพื้นที่ที่หญ้าแห้ง,elephants are walking through a dry grassy area ,,,0.0
000000112798.jpg,แมวที่นอนอยู่บนโต๊ะ,a cat laying on top of a table ,แมวนอนอยู่บนโต๊ะ,แมวนอนอยู่บนโต๊ะ,1.230299949645996
000000245448.jpg,เจ้าหน้าที่ตํารวจที่ยืนอยู่ข้างรถยนต์ในที่จอดรถ,a police officer standing next to a motorcycle in a parking lot ,,,0.0
000000554595.jpg,คนที่มีโต๊ะเซอร์ฟ์ ที่นอนบนชายหาด,a person with a surfboard laying on the beach ,คนที่มีโต๊ะเซอร์ฟ์ ที่นอนบนชายหาด,บุคคลที่มีบอร์ดว่ายน้ำวางบนชายหาด,2.1011974811553955
000000186422.jpg,หมีสีน้ําตาลเดินข้ามแม่น้ําข้างๆผนังหิน,a brown bear walking across a river next to a rock wall ,,,0.0
000000551660.jpg,ถ้วยบร็อกโคลี่บนโต๊ะที่มีคาน,a bowl of broccoli on a table with a fork ,ถ้วยบร็อกโคลี่อยู่บนโต๊ะที่มีคาน,ถ้วยบรอกโคลีอยู่บนโต๊ะกับส้อม,1.8146891593933105
000000063047.jpg,ชายที่ถือฮอตด็อกอยู่หน้าอาคาร,a man holding a hot dog in front of a building ,,,0.0
000000521719.jpg,การแสดงของกวางสีสันที่แขวนอยู่บนผนัง,a display of colorful kites hanging from a wall ,การแสดงของกวางสีสันที่แขวนอยู่บนผนัง,การแสดงผีเสื้อที่มีสีสันแล่นอยู่บนผนัง,2.3388724327087402
000000564091.jpg,ผู้หญิงที่นั่งอยู่บนพื้น พูดคุยด้วยมือถือ,a woman sitting on the ground talking on a cell phone ,,,0.0
000000125936.jpg,คนที่ยืนอยู่รอบคานที่เต็มไปด้วยกล้วย,people standing around a counter filled with bananas ,,,0.0
000000511599.jpg,คนที่ยืนอยู่ริมแม่น้ํา,people standing on the side of a river ,,,0.0
000000059044.jpg,ผู้หญิงถือโทรศัพท์มือถือ ขณะที่ยืนอยู่ในกลุ่ม,a woman holding a cell phone while standing in a crowd ,ผู้หญิงถือโทรศัพท์มือถือขณะยืนอยู่ในกลุ่ม,ผู้หญิงคนหนึ่งถือโทรศัพท์ขณะยืนอยู่ในฝูงชน,2.9029200077056885
000000407298.jpg,เด็กชายที่ถือลูกบาสและถุงมือจับ,a young boy holding a baseball and a catchers mitt ,,,0.0
000000398742.jpg,ผู้ชายที่ถือลูกฟุตบอลในมือขวาของเขา,a man holding a soccer ball in his right hand ,ผู้ชายที่ถือลูกฟุตบอลในมือขวาของเขา,ผู้ชายถือลูกบอลฟุตบอลในมือขวาของเขา,2.6072473526000977
000000556000.jpg,ชายสองคนอยู่ในห้องนั่งเล่น เล่นวี,two men in a living room playing wii ,,,0.0
000000023230.jpg,กลุ่มลูกกระเทียมที่ว่ายน้ําในสระน้ํา,a herd of ducks swimming in a pond ,กลุ่มลูกกระเทียมว่ายน้ำในสระน้ำ,กลุ่มของเป็ดว่ายน้ำในทะเลสาบ,1.8669764995574951
000000328286.jpg,เรือจอดอยู่ที่ท่าเรือในเมือง,boats are docked at a pier in the city ,,,0.0
000000372349.jpg,ผู้ชายและผู้หญิงคนหนึ่งนั่งอยู่บนชายหาดของน้ํา,a man and a woman sitting on the shore of a body of water ,ผู้ชายและผู้หญิงนั่งอยู่บนชายหาดน้ำ,ผู้ชายและผู้หญิงนั่งอยู่บนชายฝั่งของน้ำ,2.521073818206787
000000186980.jpg,ห้องครัวที่มีโต๊ะไม้และเก้าอี้ไม้,a kitchen with a wooden table and wooden chairs ,,,0.0
000000509656.jpg,จีบราสองตัวยืนอยู่ข้างๆกันในพื้นที่หญ้า,two zebras standing next to each other in a grassy area ,สองจีบยืนอยู่ข้างๆกันในพื้นที่หญ้า,สองเสือชีตาร์ยืนอยู่ข้างกันในพื้นหญ้า,2.2018675804138184
000000069224.jpg,ชายกับผู้หญิงนั่งอยู่บนโต๊ะ ใช้คอมพิวเตอร์แล็ปท็อป,a man and a woman sitting at a table using a laptop ,,,0.0
000000100428.jpg,ผู้ชายที่ปรับสร้อยของตัวเองในกระจก,a man adjusting his tie in a mirror ,,,0.0
000000166166.jpg,ห้องนั่งเล่นที่มีโต๊ะและทีวี,a living room with a table and a tv ,,,0.0
000000140203.jpg,รถบัสสีขาวที่จอดอยู่ข้างถนน,a white bus parked on the side of the road ,รถบัสสีขาวที่จอดอยู่ข้างถนน,รถบัสสีขาวจอดอยู่ข้างถนน,1.708118200302124
000000419201.jpg,แกะวัวที่แกะวัวที่แกะวัวที่ไร่,a herd of cattle grazing in a field ,,,0.0
000000500613.jpg,รถดับเพลิงสีแดงและขาวที่จอดรถ,a red and white fire truck parked in a parking lot ,รถดับเพลิงสีแดงและขาวที่จอดรถ,รถดับเพลิงสีแดงและขาวจอดอยู่ในที่จอดรถ,2.1246695518493652
000000480842.jpg,จิราฟ่าที่ยืนอยู่ข้างๆกันในสนาม,giraffe standing next to each other in a field ,,,0.0
000000325483.jpg,ชายกับผู้หญิงเล่นเกมวิว ในห้องนั่งเล่น,a man and a woman playing a wii game in a living room ,ชายกับผู้หญิงเล่นเกมวิวในห้องนั่งเล่น,ผู้ชายและผู้หญิงกำลังเล่นเกมด้วย Wii ในห้องนั่งเล่น,2.9447505474090576
000000251537.jpg,กระดานตัดไม้ พร้อมกับพืชผัก,a wooden cutting board with a bunch of vegetables ,,,0.0
000000484760.jpg,อาคารขนาดใหญ่ที่มีพระรูปชายอยู่บนนั้น,a large building with a statue of a man on top of it ,อาคารขนาดใหญ่ที่มีพระรูปชายอยู่บนนั้น,อาคารสิ่งก่อสร้างขนาดใหญ่มีรูปปั้นของผู้ชายอยู่ด้านบนของมัน,2.7971785068511963
000000286908.jpg,รูปภาพที่แสดงถึงชนิดของอาหารที่แตกต่างกัน,a collage of photos showing different types of food ,,,0.0
000000016010.jpg,กลุ่มพันธุ์เจเบร่าที่บําบัดในพื้นที่หญ้า,a herd of zebras grazing in a grassy area ,กลุ่มพันธุ์เจเบราที่บำบัดในพื้นที่หญ้า,กลุ่มสุนัขจิ้งจอกกระดิกหาอาหาร,2.249537229537964
000000468332.jpg,ชายกับเด็กผู้หญิงที่นั่งอยู่บนโต๊ะกับเค้ก,a man and a little girl sitting at a table with a cake ,,,0.0
000000292005.jpg,"ห้องน้ําที่มีถ้วยน้ํา, ห้องน้ํา, และผ้าม่านน้ํา","a bathroom with a sink, toilet, and shower curtain ","ห้องน้ําที่มีถ้วยน้ํา, ห้องน้ํา, และผ้าม่านน้ํา",ห้องน้ำที่มีอ่างอาบน้ำ โถสุขภัณฑ์ และผ้าม่านห้องอาบน้ำ,3.0307552814483643
000000294783.jpg,ห้องนั่งเล่นเต็มไปด้วยเฟอร์นิเจอร์และภาพวาด,a living room filled with furniture and a painting ,,,0.0
000000543043.jpg,รถสีแดงที่จอดอยู่หน้าบ้าน,a red car parked in front of a house ,รถสีแดงจอดอยู่หน้าบ้าน,รถสีแดงจอดอยู่ข้างนอกบ้าน,1.4691157341003418
000000447342.jpg,รถบัสเมือง ขับรถลงถนนข้างต้นไม้,a city bus driving down a street next to trees ,,,0.0
000000502910.jpg,สัญลักษณ์ทางถนนบนเสาหน้าอาคาร,a street sign on a pole in front of a building ,สัญลักษณ์ทางถนนบนเสาหน้าอาคาร,ป้ายห้างสรรพสินค้าอยู่บนเสาข้างหน้าอาคาร,2.041146993637085
000000450303.jpg,ห้องที่เต็มไปด้วยโต๊ะและเก้าอี้ที่เต็มไปด้วยคน,a room filled with desks and chairs filled with people ,,,0.0
000000026926.jpg,น้ําไฟแดงที่นั่งอยู่ข้างถนน,a red fire hydrant sitting on the side of a street ,น้ำจืดที่นั่งอยู่ข้างถนน,ปั๊มน้ำดับเพลิงสีแดงตั้งอยู่ข้างถนน,1.7179625034332275
000000161044.jpg,สองเครื่องบินบินที่บินบนท้องฟ้า,two planes flying in the sky ,,,0.0
000000138954.jpg,แผ่นขาวที่มีอาหารชนิดต่าง ๆ ,a white plate topped with different types of foods ,แผ่นขาวที่มีอาหารชนิดต่าง ๆ,จานสีขาวที่มีอาหารหลากหลายประเภท,1.9081840515136719
000000402473.jpg,แมวสีดําและสีขาว กับแมวสีขาวและสีเทา,a black and white cat and a white and gray cat ,,,0.0
000000334309.jpg,ชายที่กินปิซซ่าอยู่หน้าต้นไม้,a man eating a slice of pizza in front of a bush ,ชายคนนั้นกินปิซซ่าอยู่หน้าต้นไม้,ชายคนหนึ่งกำลังกินชิ้นพิซซ่าหน้าต้นไม้,2.6747350692749023
000000224724.jpg,ผู้คนเดินตามถนนถือร่ม,a person walking down a street holding an umbrella ,,,0.0
000000207538.jpg,โฟนไมโครเวฟที่อยู่ภายในครัว,a microwave oven sitting inside of a kitchen ,โฟนไมโครเวฟที่อยู่ภายในครัว,ไมโครเวฟอยู่ในครัว,1.7182893753051758
000000056344.jpg,โต๊ะทํางานที่มีจอสองตัว และคีย์บอร์ด,a desk with two monitors and a keyboard ,,,0.0
000000438269.jpg,นกที่ยืนอยู่ริมทะเล,a bird standing on the edge of a body of water ,นกที่ยืนอยู่ริมทะเล,นกกำลังยืนอยู่ที่ขอบน้ำ,1.3242857456207275
000000245320.jpg,ชายขับรถสเกตบอร์ดลงทางด้านของระเบียบซีเมนต์,a man riding a skateboard down the side of a cement ramp ,,,0.0
000000175387.jpg,ห้องน้ําสีขาวนั่งอยู่ในห้องน้ําข้างผนัง,a white toilet sitting in a bathroom next to a wall ,ห้องน้ำสีขาวนั่งอยู่ในห้องน้ำข้างผนัง,ห้องน้ำสีขาวอยู่ในห้องน้ำ,2.5386736392974854
000000196442.jpg,ผู้ชายที่บินผ่านอากาศ ขี่สกี,a man flying through the air while riding skis ,,,0.0
000000042296.jpg,หมีขั้วโลกที่เล่นกับลูกบอลในสระน้ํา,a polar bear playing with a ball in a pool of water ,,,0.0
000000562843.jpg,ถ้วยกาแฟข้างกับกระดาษเล็บและโทรศัพท์มือถือ,a cup of coffee next to a pair of scissors and a cell phone ,,,0.0
000000170278.jpg,สุนัขสีน้ําตาลและสีขาวนอนบนเตียง,a brown and white dog laying on a bed ,สุนัขสีน้ำตาลและสีขาวนอนบนเตียง,สุนัขสีน้ำตาลและสีขาวนอนบนเตียง,1.883646011352539
000000478474.jpg,รถบรรทุกขนาดใหญ่ ขับรถลงทาง,a large semi truck driving down a road ,,,0.0
000000234757.jpg,สุนัขในน้ํา พร้อมกับโต๊ะเซอร์ฟ,a dog in the water with a surfboard ,สุนัขอยู่ในน้ำ พร้อมกับโต๊ะเซอร์ฟ,สุนัขอยู่ในน้ำพร้อมกับกระดานโต้คลื่น,2.2457492351531982
000000082986.jpg,ผู้ชายที่โยนฟริสบีไปยังผู้ชายอีกคนหนึ่งในสนาม,a man throwing a frisbee to another man in a field ,,,0.0
000000043435.jpg,คนที่นั่งบอร์ดเซอร์ฟบนคลื่น,a person riding a surfboard on top of a wave ,คนที่นั่งบอร์ดเซอร์ฟบนคลื่น,คนขี่บอร์ดบนคลื่น,2.06593656539917
000000459887.jpg,ก้อนกล้วยแขวนอยู่บนไม้ทองเหลือง,bunches of bananas hanging from a metal bar ,,,0.0
000000516173.jpg,นักเซอร์เฟอร์ในชุดชื้น เดินเข้าไปในมหาสมุทร,a surfer in a wet suit walking into the ocean ,นักเซอร์เฟอร์ในชุดชื้นเดินเข้าไปในมหาสมุทร,นักว่ายน้ำในชุดเสื้อกันน้ำเดินเข้าไปในมหาสมุทร,2.7316207885742188
000000217400.jpg,รถไฟสีเขียวและสีขาวอยู่บนเส้นทาง,a green and white train is on the tracks ,,,0.0
000000580757.jpg,น้ําประปาไฟที่ข้างถนน,a fire hydrant on the side of a street ,น้ำประปาที่อยู่ข้างถนน,ปั๊มน้ำฝนอยู่ด้านข้างถนน,1.4935994148254395
000000523194.jpg,น้ําไฟแดงที่นั่งอยู่ข้างถนน,a red fire hydrant sitting on the side of a road ,,,0.0
000000551439.jpg,หญิงสาวสวยงามนอนบนเตียง พร้อมหนังสือ,a beautiful young woman laying on a bed with a book ,หญิงสาวสวยงามนอนบนเตียง อ่านหนังสือ,หญิงสาวสวยนอนบนเตียงอ่านหนังสือ,2.1010944843292236
000000311883.jpg,รถไฟบนเส้นทางใกล้ถนน,a train on a track near a street ,,,0.0
000000272049.jpg,รถบรรทุกขนาดใหญ่สีเหลืองและสีฟ้า ที่จอดอยู่ในสนาม,a large yellow and blue truck parked in a field ,รถบรรทุกขนาดใหญ่สีเหลืองและสีฟ้า จอดอยู่ในสนาม,รถบรรทุกสีเหลืองและสีน้ำเงินขนาดใหญ่จอดอยู่ในทุ่งหญ้า,3.0021703243255615
000000258388.jpg,ผู้ชายที่นั่งกระดาน skateboard บนพื้นไม้,a man riding a skateboard on top of a wooden floor ,,,0.0
000000085478.jpg,สองหมีขั้วโลกกําลังว่ายน้ําในน้ํา,two polar bears are swimming in the water ,สองหมีขั้วโลกกำลังว่ายน้ำในน้ำ,หมีขั้วโลกสองตัวกำลังว่ายน้ำอยู่ในน้ำ,1.9835059642791748
000000163562.jpg,ชายที่ถือฟริสบีอยู่ข้างหน้าน้ํา,a man holding a frisbee in front of a body of water ,,,0.0
000000430961.jpg,นักพนันเบสบอลที่โยนบอลบนสนามกีฬา,a baseball player pitching a ball on a field ,นักพนันเบสบอลโยนบอลบนสนามกีฬา,นักกีฬาเล่นเบสบอลโยนลูกบอลในสนาม,1.8850257396697998
000000312552.jpg,ชายที่ถือชิ้นปิซซ่าไว้ในมือซ้าย,a man holding a slice of pizza in his left hand ,,,0.0
000000179898.jpg,เด็กชายหนุ่มที่ถือฮอตด็อกไว้ในกระเป๋า,a young boy holding a hot dog in a bun ,เด็กชายหนุ่มถือฮอตด็อกไว้ในกระเป๋า,เด็กหนุ่มกินฮอตดอกในขนมปัง,2.2511203289031982
000000568213.jpg,ชายสองคนเล่นฟริสบี้บนสนามหญ้า,two men playing frisbee on a grassy field ,,,0.0
000000405306.jpg,แมวที่นอนอยู่บนเตียง,a cat laying on top of a bed ,แมวนอนอยู่บนเตียง,แมวนอนอยู่บนเตียง,1.1125056743621826
000000572517.jpg,หมีขั้วโลกยืนอยู่บนก้อนหิน ริมทะเลสาบ,a polar bear standing on top of a rock next to a pond ,,,0.0
000000453302.jpg,ห้องครัวพร้อมกับตู้เย็น มิคโรเวฟ ช่างน้ําและเครื่องซักจาน ,"a kitchen with a refrigerator, microwave, sink and dishwasher ",,,0.0
000000320425.jpg,จิราฟ่ายืนอยู่ในพื้นที่ที่ล้ํารั้ว,giraffes are standing in a fenced area ,,,0.0
000000347456.jpg,ช้างสองตัวยืนอยู่บนสนามหญ้าข้างต้นไม้,two elephants standing in a grassy field next to trees ,ช้างสองตัวยืนอยู่บนสนามหญ้าข้างต้นไม้,สองช้างยืนอยู่ในสนามหญ้าอันเขียวขจีซึ่งอยู่ใกล้ต้นไม้,2.723865032196045
000000106389.jpg,แมวที่นั่งอยู่บนเก้าอี้ในห้อง,a cat sitting on top of a chair in a room ,,,0.0
000000091500.jpg,ผู้ชายที่นั่งนั่งเล่นเกมวีดีโอ,a man sitting in a chair playing a video game ,ผู้ชายนั่งเล่นวีดีโอเกม,ชายคนหนึ่งนั่งเก้าอี้เล่นวิดีโอเกม,1.9799439907073975
000000360951.jpg,โต๊ะทํางานของคอมพิวเตอร์ที่มีจอสองตัว และคอมพิวเตอร์เล็ตป๊อต,a computer desk with two monitors and a laptop ,,,0.0
000000025139.jpg,เซเบร่าที่ยืนอยู่ข้างๆ ตั้วไม้,a zebra standing next to a wooden fence ,เซเบร่ายืนอยู่ข้างตั้วไม้,เสือชีต้ายืนอยู่ข้างผนังไม้,1.6705799102783203
000000129062.jpg,ร้านอาหารที่มีเครื่องหมายสีเนออนอยู่ด้านข้าง,a restaurant with a neon sign on the side ,,,0.0
000000526103.jpg,ช้างขนาดใหญ่ยืนอยู่ข้างหน้าเครื่องหมาย,a large elephant standing next to a sign ,ช้างขนาดใหญ่ยืนอยู่ข้างหน้าเครื่องหมาย,ช้างตัวใหญ่ยืนอยู่ข้างป้าย,1.934962272644043
000000039480.jpg,ผู้หญิงที่ถือกระสุนเทนนิสอยู่บนสนามฟุตบอล,a woman holding a tennis racquet on a court ,,,0.0
000000500663.jpg,ม้าเลี้ยงที่สนามใกล้กับป่า,horses graze in a field near a forest ,ม้าเลี้ยงอยู่ในสนามใกล้ป่า,ม้ากินหญ้าในสนามหญ้าใกล้ป่า,1.682753562927246
000000292908.jpg,คนที่นั่งบนโต๊ะเซอร์ฟ์บนน้ํา,a person riding a surfboard on top of a body of water ,,,0.0
000000475191.jpg,นักเตะเทนนิสหญิงที่กําลังดําเนินการในสนาม,a female tennis player in action on the court ,นักเตะเทนนิสหญิงกำลังเล่นในสนาม,นักเทนนิสหญิงกำลังเล่นเกมบนสนาม,2.00968074798584
000000471893.jpg,ชายกับผู้หญิงเล่นเกมวีดีโอ,a man and woman playing a video game ,,,0.0
000000410612.jpg,เรือสีแดงและสีขาวอยู่ในน้ําใกล้บ้าน,a red and white boat in the water near a house ,เรือสีแดงและสีขาวอยู่ในน้ำใกล้บ้าน,เรือสีแดงและขาวในน้ำอยู่ใกล้บ้าน,2.126248598098755
000000281414.jpg,ผู้หญิงที่นั่งบนผนังอิฐ ใช้โทรศัพท์มือถือ,a woman sitting on a brick wall using a cell phone ,,,0.0
000000485895.jpg,จิราฟ 2 ตัว และ เซเบร่า 1 ตัว ในพื้นที่ที่มีหญ้า,two giraffes and a zebra in a grassy area ,จิราฟ 2 ตัว และเซเบร่า 1 ตัว อาศัยอยู่ในพื้นที่ที่มีหญ้า,สองยีราฟและเซบราในพื้นที่หญ้า,2.573328971862793
000000061333.jpg,แมวที่นอนอยู่บนเตียงข้างหนังสือ,a cat laying on top of a bed next to a book ,,,0.0
000000009590.jpg,คนที่นั่งอยู่รอบโต๊ะไม้ กิน,people sitting around a wooden table eating ,คนที่นั่งอยู่รอบโต๊ะไม้กำลังกิน,ผู้คนนั่งรอบโต๊ะไม้กำลังกินอาหาร,2.0136702060699463
000000412887.jpg,หัวสีน้ําตาลและสีขาวมองกล้อง,a brown and white cow looking at the camera ,,,0.0
000000072795.jpg,กลุ่มคนดูเกมเบสบอลที่เล่น,a crowd of people watching a baseball game being played ,กลุ่มคนดูเกมเบสบอลที่เล่น,ผู้คนกำลังชมการเล่นเบสบอล,2.0851688385009766
000000416837.jpg,ม้าที่ขี่บนสนามหญ้าที่มีภูเขา,a horse grazing in a grassy field with mountains ,,,0.0
000000091495.jpg,นักพนันเบสบอลที่เลื่อนเข้าไปในฐาน ขณะที่นักพนันอีกคนหนึ่งดู,a baseball player sliding into a base while another player watches ,,,0.0
000000397303.jpg,ชายยืนอยู่ข้างหน้าผู้หญิงที่ร้าน,a man standing next to a woman at a booth ,,,0.0
000000003845.jpg,จานอาหารที่มีข้าวและผัก,a plate of food with rice and vegetables ,จานอาหารประกอบด้วยข้าวและผัก,อาหารคือข้าวกับผัก,1.680312156677246
000000386879.jpg,ผู้หญิงสาวสวยงาม จับร็อคเทนนิส,a beautiful young lady holding a tennis racket ,,,0.0
000000058029.jpg,ห้องน้ํา พร้อมห้องน้ํา น้ําซักรีด กระจก และอาบน้ํา,"a bathroom with a toilet, sink, mirror and shower ",ห้องน้ํา พร้อมห้องน้ํา น้ําซักรีด กระจก และอาบน้ำ,ห้องน้ำที่มีห้องน้ำสุขอนามัย,3.079926013946533
000000400794.jpg,ชายที่นั่งอยู่บนโต๊ะกับแซนวิช,a man sitting at a table with a sandwich ,,,0.0
000000183716.jpg,เด็กๆสองคนใส่เกรียตและถ่ายรูป,two young children are wearing ties and posing for a photo ,,,0.0
000000191614.jpg,สองม้ากําลังวิ่งอยู่ในสนาม,two horses are running in a field ,,,0.0
000000389804.jpg,ห้องน้ําสีขาว ที่นั่งอยู่ข้างถ้วยน้ําในห้องน้ํา,a white toilet sitting next to a sink in a bathroom ,ห้องน้ำสีขาว ที่นั่งอยู่ข้างถ้วยน้ำในห้องน้ำ,โถสุขภัณฑ์สีขาวนั่งอยู่ถัดจากอ่างอาบน้ำในห้องน้ำ,2.8845839500427246
000000537153.jpg,คนที่นั่งบนเก้าอี้ที่มองหามหาสมุทร,a person sitting on a bench overlooking the ocean ,,,0.0
000000054593.jpg,เด็กชายในชุดเบสบอลที่โยนไม้ตีกับลูกบอล,a boy in a baseball uniform swinging a bat at a ball ,เด็กชายในชุดเบสบอลที่โยนไม้ตีกับลูกบอล,เด็กผู้ชายในชุดเบสบอลสวิงไม้เบสบอลที่ลูกบอล,2.342621326446533
000000542127.jpg,คนที่กระโดดบนแผ่นสโนว์บอร์ดในอากาศ,a person jumping a snowboard in the air ,,,0.0
000000283038.jpg,สัญลักษณ์ stop ที่มีแกฟฟิตี้อยู่บนมัน,a stop sign with graffiti on it ,"สัญลักษณ์ ""stop"" ที่มีแกฟฟิตี้อยู่บนมัน",ป้ายหยุดที่มีภาพวาดบนมัน,1.8151710033416748
000000183104.jpg,จิราฟสองตัวยืนอยู่ข้างๆกัน ใกล้หน้าต่าง,two giraffes standing next to each other near a window ,,,0.0
000000419653.jpg,ห้องครัวที่เต็มไปด้วยขยะและขยะ,a kitchen filled with lots of clutter and clutter ,ห้องครัวที่เต็มไปด้วยขยะและขยะ,ห้องครัวที่เต็มไปด้วยสิ่งของมากมาย,2.182556390762329
000000136600.jpg,คอมพิวเตอร์คอมพิวเตอร์ที่เปิดอยู่บนโต๊ะไม้,an open laptop computer sitting on top of a wooden desk ,,,0.0
000000367569.jpg,ห้องนั่งเล่นที่มีเผาไหม้และโซฟา,a living room with a fireplace and a couch ,,,0.0
000000165336.jpg,จิราฟ 2 ตัว และ เซเบร่า 1 ตัว ที่ยืนอยู่บนสนามหญ้า,two giraffes and a zebra standing in a grassy field ,,,0.0
000000526751.jpg,เรือเล็ก ๆ น้อย ๆ ที่จอดอยู่บนชายหาด,a small boat is docked on the shore ,,,0.0
000000125062.jpg,สัตว์ที่ซับอยู่บนชั้นหนังสือ,stuffed animals sitting on top of a book shelf ,,,0.0
000000369310.jpg,สาวน้อยบนกระปุกในห้อง,a little girl on a skateboard in a room ,สาวน้อยนั่งอยู่บนกระปุกในห้อง,เด็กผู้หญิงเล่นสเก็ตบอร์ดในห้อง,2.1790523529052734
000000283520.jpg,ผู้ชายและหญิงที่เล่นเกมฟริสบี ในพื้นที่ที่ป่าไม้,a man and woman playing a game of frisbee in a wooded area ,,,0.0
000000092839.jpg,หมีขั้วโลกที่นั่งบนหินในสวนสัตว์,a polar bear sitting on top of a rock in a zoo enclosure ,หมีขั้วโลกนั่งอยู่บนหินในสวนสัตว์,หมีขั้วโลกนั่งบนหินที่สวนสัตว์,2.267150402069092
000000572408.jpg,หัวสีน้ําตาลใหญ่ยืนอยู่บนสนามหญ้าที่แห้ง,a large brown cow standing on top of a dry grass field ,,,0.0
000000455597.jpg,ผู้หญิงที่ยืนอยู่ในครัว เตรียมอาหาร,a woman standing in a kitchen preparing food ,ผู้หญิงคนนั้นยืนอยู่ในครัว เตรียมอาหาร,ผู้หญิงคนหนึ่งยืนอยู่ในห้องครัวเตรียมอาหาร,2.5551021099090576
000000370478.jpg,โต๊ะทํางานที่มีกระเป๋าเดินทาง และคอมพิวเตอร์เล็ตพอตอยู่บนนั้น,a desk with a suitcase and a laptop on top of it ,,,0.0
000000509258.jpg,สัญลักษณ์ถนนหน้าอาคารขนาดใหญ่,a street sign in front of a large building ,,,0.0
000000224093.jpg,แกะวัวที่แกะวัวที่แกะวัวที่ไร่,a herd of cattle grazing in a field ,,,0.0
