000000037777.jpg,"ห้องครัว พร้อมกับตู้เย็น หม้อเตา น้ําล้าง ไมโครเวฟ และ เครื่องซัก","a kitchen with a refrigerator, stove, sink, microwave, and dishwasher "
000000389316.jpg,"ช้างที่ยืนอยู่ข้างๆกันบนพื้นดิน","elephants standing next to each other on a dirt ground "
000000187734.jpg,"ประชากรที่ยืนอยู่บนพื้นที่ทุ่งหญ้า","a crowd of people standing on a grass covered floor "
000000547502.jpg,"สุนัขไล่ล่ากลุ่มสุนัขในสนาม","a dog chasing a group of dogs in a field "
000000516601.jpg,"คนขับรถสกีบนภูเขาที่ครอบคลุมด้วยหิมะ","people riding skis on top of a snow covered mountain "
000000191845.jpg,"กลุ่มคนเดินตามถนนถือร่มร่ม","a crowd of people walking down a street holding umbrellas "
000000127263.jpg,"ชายหนุ่มสองคนกระโดดไปจับฟริสบี้ในสนามหญ้า","two young men jumping to catch a frisbee in a grassy field "
000000579900.jpg,"พิซซ่าที่มีผักและชีสบนจาน","a pizza topped with vegetables and cheese on a plate "
000000263068.jpg,"ชายที่นั่งสกีตบอร์ดบนบล็อคซีเมนต์","a man riding a skateboard on top of a cement block "
000000260657.jpg,"สัญลักษณ์ที่มีภาพของชายและสุนัขอยู่บนมัน","a sign with a picture of a man and a dog on top of it "
000000015335.jpg,"ชายกับผู้หญิงนั่งอยู่บนโต๊ะในร้านอาหาร","a man and a woman sitting at a table in a restaurant "
000000139883.jpg,"ฟริสบีสีแดง ที่นั่งบนกิ่งไม้","a red frisbee sitting on top of a tree branch "
000000551815.jpg,"แมวกับแมวที่นอนบนเตียง","a cat and a cat laying on a bed "
000000530146.jpg,"จานสีขาว พร้อมกับแซนวิชเนื้อ และฟริต","a white plate topped with a meat sandwich and fries "
000000235064.jpg,"หมีน้ําตาลขนาดใหญ่ยืนอยู่บนต้นไม้","a large brown bear standing on top of a log "
000000529148.jpg,"กลุ่มใหญ่ของคนนั่งอยู่รอบคอมพิวเตอร์เล็ปท็อป","a large group of people sitting around a laptop computer "
000000161861.jpg,"ผู้หญิงที่ถือกระสุนเทนนิสอยู่บนสนามฟุตบอล","a woman holding a tennis racquet on a court "
000000074457.jpg,"ชายเดินบนชายหาดพร้อมกับแผ่นเซฟ","a man walking on the beach with a surfboard "
000000519208.jpg,"ผู้ชายคนหนึ่งกําลังจับช้างน้ําตาล","a man is petting a brown elephant "
000000410880.jpg,"หมีเต๊ดี้ขนาดใหญ่ ที่นั่งอยู่หน้าประตู","a large teddy bear sitting in front of a door "
000000308476.jpg,"หมีขั้วโลกยืนอยู่บนก้อนหิน ในสวนสัตว์","a polar bear standing on top of a rock in a zoo enclosure "
000000066771.jpg,"ชายกับผู้หญิงนั่งอยู่บนโต๊ะพร้อมกับอาหาร","a man and a woman sitting at a table with food "
000000057150.jpg,"เด็กผู้หญิงที่ถือหมีขนมอยู่ข้างๆกลุ่มคน","a little girl holding a stuffed bear next to a crowd of people "
000000565853.jpg,"ชายที่ยืนอยู่หน้าทีวีเล่นเกม","a man standing in front of a tv playing a game "
000000405691.jpg,"โต๊ะที่มีจานอาหารอยู่ข้างเคียงแก้วไวน์","a table topped with plates of food next to a wine glass "
000000151857.jpg,"รถไฟบนเส้นทาง ใกล้กับเว็บไซต์","a train on a track near a platform "
000000117908.jpg,"แมวที่ยืนอยู่บนประตูตู้เย็น","a cat standing on top of a refrigerator door "
000000344029.jpg,"รถบัสเมืองที่จอดอยู่ข้างถนน","a city bus parked on the side of a road "
000000050679.jpg,"ส้มที่นั่งอยู่ข้างถนน","a orange sitting on the side of a road "
000000283113.jpg,"สองฮอตด็อกบนจานที่มีมัสตาร์ดและเคทชัป","two hot dogs on a plate with mustard and ketchup "
000000016228.jpg,"รถขนส่งม้า เดินทางตามถนน","a horse drawn carriage traveling down a street "
000000305609.jpg,"อาหารบนโต๊ะ อาหารบนโต๊ะ อาหารบนโต๊ะ อาหารบนโต๊ะ อาหารบนโต๊ะ อาหารบน","plates of food on a table "
000000136715.jpg,"เจ้าหน้าที่ตํารวจบนมอเตอร์ไซค์ในพิธีเดิน","a police officer on a motorcycle in a parade "
000000417465.jpg,"หมีดําขนาดใหญ่ ที่นั่งบนหิน","a large black bear sitting on a rock "
000000122606.jpg,"รถโดยสารขนส่งสาธารณะบนถนนเมือง","a public transit bus on a city street "
000000307598.jpg,"รถไฟบนเส้นทางรถไฟที่มีพื้นฐานบนท้องฟ้า ","a train on a train track with a sky background "
000000017182.jpg,"โต๊ะไม้ที่มีหนังสือและนาฬิกาอยู่บนมัน","a wooden table with a book and a clock on top of it "
000000279774.jpg,"เด็กชายหนุ่มที่ตีลูกบอลด้วยไม้ตี","a young boy hitting a ball with a bat "
000000209530.jpg,"กลุ่มใหญ่ของคนกินพิซซ่าที่ร้านอาหาร","a large group of people eating pizza at a restaurant "
000000288062.jpg,"ห้องน้ําในห้องน้ําที่มีภาพของปลาบนผนัง","a toilet in a bathroom with a picture of a fish on the wall "
000000131379.jpg,"ชิ้นเนื้อขนาดใหญ่บนโต๊ะ","a large piece of meat on a table "
000000468577.jpg,"เด็กที่นอนบนเตียงกับสัตว์ชุด","a baby laying on a bed with a stuffed animal "
000000000785.jpg,"คนขับรถสกีบนเนินที่หิมะปกคลุม","a person riding skis on a snow covered slope "
000000334006.jpg,"รถบรรทุกขยะถูกจอดอยู่หน้าอาคาร","a dump truck is parked in front of a building "
000000138639.jpg,"ถนนเมืองที่เต็มไปด้วยการจราจรและอาคารสูง","a city street filled with lots of traffic and tall buildings "
000000025986.jpg,"จานอาหารบนโต๊ะครัว","plates of food on a kitchen counter "
000000522638.jpg,"หมีเท๊ดี้สีน้ําตาล ที่นั่งอยู่ข้างๆ หมีเท๊ดี้สีขาว","a brown teddy bear sitting next to a white one "
000000271116.jpg,"ชายในชุดและกางเกงนั่งอยู่บนโต๊ะ กับชายในชุดและกางเกง","a man in a suit and tie sitting at a table with a man in a suit and tie "
000000439715.jpg,"ชายที่นั่งม้าสีน้ําตาลในสวน","a man riding on the back of a brown horse in a park "
000000121417.jpg,"ผู้หญิงที่มีร่มอยู่บนถนนเมือง","a woman with an umbrella on a city street "
000000531135.jpg,"การแข่งขันบาสบอลที่กําลังดําเนินการ โดยมีนักเตะมาเล่น","a baseball game in progress with a batter up to plate "
000000160666.jpg,"เบอร์ชฟันที่นั่งบนคอนเตอร์ ติดกับกระป๋องยาฟัน ","a toothbrush sitting on top of a counter next to a toothpaste bottle "
000000190753.jpg,"สามคนนั่งบนเก้าอี้ในสวนกลางสวน","three people sitting on a park bench in the middle of a park "
000000105912.jpg,"ระบบไฟฟ้าสีแดงอยู่ข้างถนน","a red fire hydrant on the side of a road "
000000393014.jpg,"ฮอตด็อกบนกระเป๋ากับเคทชัปและเครื่องปรุงอื่นๆ ","a hot dog on a bun with ketchup and other condiments "
000000494634.jpg,"แมวสีดําและขาวนอนบนโต๊ะข้างๆคอมพิวเตอร์","a black and white cat laying on a desk next to a laptop "
000000240250.jpg,"ผู้หญิงที่มีรอยยิ้มนั่งอยู่บนโต๊ะ พร้อมกับจานปิซซ่า","a smiling woman sitting at a table with a plate of pizza "
000000313562.jpg,"ผู้หญิงที่ยืนอยู่หน้าโต๊ะที่เต็มไปด้วยผัก","a woman standing in front of a table filled with lots of vegetables "
000000250127.jpg,"ผู้หญิงที่ถือร่มอยู่หน้าอาคาร","a woman holding an umbrella in front of a building "
000000179285.jpg,"รัคเก็ตเทนนิสบนสนามเทนนิสที่มีบอลเทนนิส","a tennis racket on a tennis court with a tennis ball "
000000009483.jpg,"ผู้ชายที่ยืนอยู่หน้าจอคอมพิวเตอร์","a man standing in front of a computer monitor "
000000345027.jpg,"คนที่นั่งบนเก้าอี้ใกล้ชายหาด","a person sitting on a bench near a beach "
000000309964.jpg,"ชายสองคนนั่งอยู่ข้างกันในเต็นท์","two men sitting next to each other in a tent "
000000228144.jpg,"เก้าอี้กับกระจกในห้อง","a chair and a mirror in a room "
000000359677.jpg,"คนเดินเรือในมหาสมุทรในวันที่มีลม","a person para sailing in the ocean on a windy day "
000000180383.jpg,"เหรียญวัวนั่งอยู่บนทีวี","a cow statue sitting on top of a television "
000000292415.jpg,"ชายที่นั่งสเกตบอร์ดอยู่บนครึ่งท่อ","a man riding a skateboard on top of a half pipe "
000000352760.jpg,"ผู้ชายที่บินผ่านอากาศ ขี่สกี","a man flying through the air while riding skis "
000000219578.jpg,"สุนัขสีน้ําตาลและขาวนอนบนโซฟาข้างๆแมวสีแดงและขาว","a brown and white dog laying on a couch next to a red and white cat "
000000283412.jpg,"หมาขาวเล็ก ๆ น้อย ๆ ที่นั่งบนโต๊ะข้างๆหนังสือ","a small white dog sitting on a table next to a book "
000000425221.jpg,"ชายที่ยืนอยู่หน้าหน้าต่างใหญ่ กับเครื่องบิน","a man standing in front of a large window with an airplane "
000000039785.jpg,"ชายที่นั่งบอร์ดเซอร์ฟบนแม่น้ํา","a man riding a surfboard on top of a river "
000000209757.jpg,"ชายบนกระดานกระดานกําลังเล่น","a man on a skateboard doing a trick "
000000424776.jpg,"เครื่องบินรบบินที่บินผ่านอากาศ มีภูเขาอยู่เบื้องหลัง","a fighter jet flying through the air with mountains behind it "
000000488251.jpg,"ชายที่ยืนอยู่ข้างม้าสีน้ําตาล ที่ใส่หมวกกาวบอย","a man standing next to a brown horse wearing a cowboy hat "
000000314182.jpg,"โต๊ะที่เต็มไปด้วยจานที่เต็มไปด้วยอาหารชนิดต่าง ๆ ","a table topped with bowls filled with different types of foods "
000000201775.jpg,"ห้องน้ําที่มีช่องทางเดินน้ําสองช่อง และห้องน้ําน้ํา","a bathroom with two urinals and a sink "
000000276055.jpg,"ผู้หญิงที่ถือถ้วยไวน์ไว้ในมือ","a woman holding a bottle of wine in her hand "
000000274460.jpg,"ประชากรที่ยืนอยู่บนชายหาดถือกระดานเซฟบอร์ด","a crowd of people standing on top of a beach holding surfboards "
000000177714.jpg,"จานอาหารที่มีเนื้อ ข้าวมัน และ กะรัต","a plate of food with meat, potatoes, and carrots "
000000399764.jpg,"มีชายคนหนึ่งถือวัวสีน้ําตาลในมือขวาของเขา","a man is holding a brown cow in his right hand "
000000520910.jpg,"ผู้หญิงที่ยืนอยู่ในห้องน้ํา ติดตู้เสื้อผ้า","a woman standing in a bathroom next to a closet "
000000474854.jpg,"ผู้หญิงที่นั่งที่โต๊ะ มีกล้วยอยู่ในปาก","a woman sitting at a table with a banana in her mouth "
000000013348.jpg,"เครื่องบินเจตไลน์ขนาดใหญ่ ที่นั่งบนทางลานทางสนามบิน","a large jetliner sitting on top of a tarmac at an airport "
000000184321.jpg,"รถไฟบนเส้นทาง ใกล้กับเว็บไซต์","a train on a track near a platform "
000000395801.jpg,"คนขับรถสเกตบอร์ดลงไปในถนน","a person riding a skateboard down a street "
000000032861.jpg,"คนที่ยืนอยู่ภายใต้ร่มในห้อง","a person standing under an umbrella in a room "
000000404191.jpg,"ร้านตู้เย็นที่มีรูปชายอยู่บนมัน","a refrigerator with a picture of a man on it "
000000244181.jpg,"แซนวิชกับฟรนชฟริตบนจานสีขาว","a sandwich and french fries on a white plate "
000000579655.jpg,"หญิงคนหนึ่งกําลังพูดคุยด้วยโทรศัพท์มือถือ","a woman is talking on a cell phone "
000000439180.jpg,"กลุ่มใหญ่ของคนขี่ม้า","a large group of people riding horses "
000000032038.jpg,"พิซซ่าขนาดใหญ่ ที่นั่งบนโต๊ะไม้","a large pizza sitting on top of a wooden table "
000000140439.jpg,"ภาชนะที่เต็มไปด้วยดอกไม้บนโต๊ะ","a vase filled with flowers on top of a counter "
000000266082.jpg,"ช่องไฟหน้าอาคารขนาดใหญ่","a fire hydrant in front of a large building "
000000549167.jpg,"จานสีขาวที่ครอบคลุมด้วยบร็อกโคลีและเนื้อ","a white plate topped with broccoli and meat "
000000069795.jpg,"ถ้วยน้ําเงินเต็มไปด้วยดอกไม้สีชมพู ที่นั่งอยู่บนระเบียงหน้าต่าง","a blue vase filled with pink flowers sitting on a window sill "
000000493334.jpg,"เค้กวันเกิดที่มีเรืออยู่บนนั้น","a birthday cake with a ship on it "
000000378099.jpg,"คีย์บอร์ดคอมพิวเตอร์และหนูบนโต๊ะไม้","a computer keyboard and mouse on a wooden table "
000000289059.jpg,"ชายที่ถือกระสุนเทนนิสอยู่บนเก้าอี้","a man holding a tennis racquet on top of a court "
000000039956.jpg,"ห้องที่เต็มไปด้วยเฟอร์นิเจอร์และเตียง","a room filled with furniture and a bed "
000000393469.jpg,"มีชายคนหนึ่งยืนอยู่ในหิมะพร้อมกับแผ่นสโนว์บอร์ด","a man is standing in the snow with a snowboard "
000000139872.jpg,"สุนัขสีดําและขาว ที่นอนบนหญ้า พร้อมกับฟริสบี้","a black and white dog laying on the grass with a frisbee "
000000048396.jpg,"ผู้หญิงยืนอยู่ข้างชายถือมีดและคาน","a woman standing next to a man holding a knife and fork "
000000221502.jpg,"เก้าอี้ไม้ที่มีดอกไม้อยู่ข้างๆ เก้าอี้สวน","a wooden bench with flowers on it next to a park bench "
000000020333.jpg,"เด็กชายเล็กๆ ที่ใส่สร้อยนั่งอยู่ในดิน","a little boy wearing a tie sitting in the dirt "
000000227482.jpg,"ชายหนุ่มที่จับฟริสบี้ในสวน","a young man catching a frisbee in a park "
000000278749.jpg,"หญิงคนหนึ่งเดินตามถนนพร้อมกับเครื่องหมาย","a woman walking down the street with a sign "
000000375763.jpg,"กลุ่มแกะที่ยืนอยู่บนสนามเขียวเขียว","a herd of sheep standing on top of a lush green field "
000000553776.jpg,"คนขับรถสกูเตอร์สีเหลืองบนถนน","a man riding a yellow scooter on a road "
000000001425.jpg,"แซนวิชบนจานที่มีกระทะ","a sandwich on a plate with a spoon "
000000293390.jpg,"สระน้ําห้องน้ํา พร้อมกระเป๋ากระเป๋าไม้ ","a bathroom sink with a wooden cabinet "
000000157767.jpg,"ผู้ชายที่ยืนอยู่หน้าโต๊ะ พร้อมกับอาหาร","a man standing in front of a table with food "
000000031248.jpg,"ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และห้องเผาในมุม","a living room filled with furniture and a fire place in the corner "
000000057027.jpg,"ช้างที่ยืนอยู่ข้างๆลูกช้าง","elephants standing next to a baby elephant "
000000253695.jpg,"นักพนันเบสบอลที่โยนบอลบนสนามกีฬา","a baseball player throwing a ball on a field "
000000058350.jpg,"ผู้หญิงที่กินปิซซ่าขณะนั่งบนโซฟา","a woman eating a slice of pizza while sitting on a couch "
000000173830.jpg,"คนขับรถสกีลงทางคลองที่ครอบคลุมด้วยหิมะ","a person riding skis down a snow covered slope "
000000551820.jpg,"ชายที่ถือกระสุนเทนนิสในห้องออกกําลังกาย","a man holding a tennis racquet in a gymnasium "
000000005477.jpg,"เครื่องบินที่นั่งบนทางบิน","an airplane that is sitting on the runway "
000000343149.jpg,"คนที่ยืนอยู่ข้างนอกอาคารที่มีนาฬิกาอยู่ด้านหน้า","people standing outside of a building with a clock on the front of it "
000000268729.jpg,"เซบราที่ยืนอยู่ข้างๆกันในสวนสัตว์","zebra standing next to each other in a zoo "
000000380913.jpg,"คนที่นั่งบนรถไฟ","people sitting on a train "
000000465549.jpg,"ผู้หญิงกับผู้ชายที่เล่นเกมวีดีโอ","a woman and a man playing a video game "
000000525083.jpg,"ห้องครัวที่เต็มไปด้วยเฟอร์นิเจอร์และอุปกรณ์","a kitchen filled with furniture and appliances "
000000326082.jpg,"ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์ และหน้าต่างขนาดใหญ่","a living room filled with furniture and a large window "
000000244750.jpg,"ผู้ชายที่นั่งบนโต๊ะที่เต็มไปด้วยแก้วไวน์","a man sitting at a table filled with wine glasses "
000000231508.jpg,"นักพนันเบสบอลที่โยนลูกบอลในเกม","a baseball player pitching a ball at a game "
000000493772.jpg,"คนที่ถือร่มในวันฝน","a person holding an umbrella on a rainy day "
000000559348.jpg,"นักพนันเบสบอลที่โยนไม้ตีในสนามกีฬา","a baseball player swinging a bat on a field "
000000561679.jpg,"สัญลักษณ์บนคานข้างถนน","a sign on a pole on the side of the street "
000000217219.jpg,"เตียงที่ไม่ได้สร้างไว้ มีหนังสืออยู่บนมัน","an unmade bed with a book on it "
000000363461.jpg,"โต๊ะทํางานที่มีจอคอมพิวเตอร์ คีย์บอร์ดและหนู","a desk with a computer monitor, keyboard and mouse "
000000108440.jpg,"รถไฟบนเส้นทางใกล้สนามกีฬา","a train on a track near a field "
000000001532.jpg,"รถที่ขับรถลงทางด่วน ใกล้สะพาน","a car driving down a highway next to a bridge "
000000054931.jpg,"ผู้หญิงที่ยืนอยู่ข้างม้าในพื้นที่ที่กําแพง","a woman standing next to a horse in a fenced in area "
000000185950.jpg,"ชายหนุ่มขับรถสเกตบอร์ดลงไปบนรถไฟ","a young man riding a skateboard down a rail "
000000180798.jpg,"โทรศัพท์มือถือที่วางอยู่บนผ้าห่ม","a cell phone laying on top of a blanket "
000000153527.jpg,"เตียงไม้อยู่ข้างถนนของเมือง","a pile of wood on the side of a city street "
000000177934.jpg,"ผู้หญิงที่นั่งบนมอเตอร์ไซค์อยู่ข้างหน้าน้ําประปาไฟ","a woman sitting on a motorcycle next to a fire hydrant "
000000271471.jpg,"จานกล้วยบนโต๊ะ","a plate of bananas on a counter top "
000000211042.jpg,"แมวที่ยืนอยู่บนห้องน้ําในห้องน้ํา","a cat standing on a toilet in a bathroom "
000000463037.jpg,"เครื่องบินกระบอกขนาดใหญ่ ที่นั่งบนสนามที่ครอบคลุมกับหญ้า","a large propeller plane sitting on top of a grass covered field "
000000555972.jpg,"กระทะที่เต็มไปด้วยดอกไม้บนโต๊ะไม้","a vase filled with flowers on top of a wooden table "
000000494869.jpg,"ผู้หญิงและเด็กนั่งอยู่ในครัว","a woman and a baby sitting in a kitchen "
000000551804.jpg,"ชายที่ถือกระสุนเทนนิสอยู่บนสนามกีฬา","a man holding a tennis racquet on a court "
000000100510.jpg,"คนที่กระโดดม้าข้ามอุโมงค์","a person jumping a horse over a barrier "
000000265816.jpg,"ม้าขาวที่ดึงรถขาวลงถนนหินหินหิน","a white horse pulling a white carriage down a cobblestone street "
000000211120.jpg,"หมีเท๊ดี้สามตัวนั่งบนโต๊ะปิกนิก","three teddy bears sitting on top of a picnic table "
000000092053.jpg,"จานอาหารบนโต๊ะ พร้อมแก้วเบียร์","a plate of food on a table with a glass of beer "
000000248334.jpg,"เรือเล็กๆ ที่อยู่กลางแม่น้ําที่เต็มไปด้วยคน","a small boat in the middle of a river filled with people "
000000199681.jpg,"สุนัขสีน้ําตาลและขาว ที่นั่งหน้าเตาไมโครเวฟ","a brown and white dog sitting in front of a microwave oven "
000000431848.jpg,"ชายบนกระดานกระดานกําลังเล่น","a man on a skateboard doing a trick "
000000343803.jpg,"ชายที่โยนฟริสบี้ที่สวน","a man throwing a frisbee at a park "
000000506178.jpg,"ผู้ชายที่ยืนอยู่ในห้องถือเครื่องควบคุมวี","a man standing in a room holding a wii controller "
000000424349.jpg,"คนสองคนอยู่ในครัว เตรียมอาหารในร้านอาหาร","two people in a kitchen preparing food in a restaurant "
000000481159.jpg,"ม้าสีน้ําตาลและสีขาวยืนในพื้นที่ที่กําแพง","a brown and white horse standing in a fenced in area "
000000335081.jpg,"หมีเท๊ดี้สีน้ําตาล ที่นั่งอยู่ข้างๆกลุ่มสัตว์ปั๊ก","a brown teddy bear sitting next to a group of stuffed animals "
000000030785.jpg,"จานอาหารที่มีบร็อกโคลี","a plate of food with broccoli "
000000193717.jpg,"น้ําไฟแดงที่นั่งอยู่ข้างถนน","a red fire hydrant sitting on the side of a street "
000000359855.jpg,"กระเป๋าเดินทางที่นั่งอยู่บนพื้นดิน","a piece of luggage sitting on top of a patch of dirt "
000000235241.jpg,"หญิงสาวที่โยนฟริสบี้ใส่กลุ่มคน","a girl throwing a frisbee at a crowd of people "
000000363207.jpg,"เจ้าสาวและเจ้าสาวตัดเค้กด้วยกัน","a bride and groom cutting a cake together "
000000210388.jpg,"คนสองคนยืนอยู่บนเนินเขาที่หิมะปกคลุม","two people standing on top of a snow covered hill "
000000349678.jpg,"ป้อมนาฬิกาสูงที่มีธงอยู่บน","a tall clock tower with a flag on top "
000000482917.jpg,"สุนัขสีดําและขาวนอนบนพื้นข้างทีวี","a black and white dog laying on the floor next to a tv "
000000485130.jpg,"เตียงที่มีรูปรถไฟอยู่บนเตียง","a bed with a picture of a train on the bed "
000000491613.jpg,"จีเบร่าที่ยืนอยู่ข้างกองน้ําอยู่ข้างกองน้ํา","a zebra standing next to a pond next to a water hole "
000000248314.jpg,"โต๊ะทํางานที่มีคอมพิวเตอร์แล็ปท็อป คีย์บอร์ด แมว และสิ่ง","a desk with a laptop, keyboard, mouse, and other items on it "
000000343496.jpg,"ผู้หญิงเดินตามถนนข้างหน้าเครื่องหมายหยุด","a woman walking down a street next to a stop sign "
000000053994.jpg,"เครื่องจอดรถข้างถนน","a parking meter on the side of the road "
000000469652.jpg,"จิราฟ่าที่ยืนอยู่ข้างหน้ารั้วไม้","a giraffe standing in front of a wooden fence "
000000088265.jpg,"รถขนมม้า เดินทางไปตามถนน","a horse drawn carriage traveling down a road "
000000039477.jpg,"ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และหน้าต่าง","a living room filled with furniture and a window "
000000384661.jpg,"หม้อเตาบนเตาในครัว","a stove top oven in a kitchen "
000000111086.jpg,"รถที่จอดอยู่บนรถยนต์ที่สนามบิน","cars are parked on the tarmac at an airport "
000000323496.jpg,"เด็กชายที่ตีบอลเทนนิสด้วยรัคเก็ต","a boy hitting a tennis ball with a racquet "
000000183675.jpg,"ผู้หญิงที่นั่งหลังม้าสีน้ําตาลและขาว","a woman riding on the back of a brown and white horse "
000000133244.jpg,"ชายบนสนามด้วยร็อคเทนนิส","a man on a court with a tennis racket "
000000331799.jpg,"ผู้หญิงที่นั่งที่โต๊ะ พร้อมกล่องของกิน","a woman sitting at a table with boxes of food "
000000186873.jpg,"คนในเรือเล็ก ๆ ในน้ํา","people on a small boat in the water "
000000493864.jpg,"ชายในชุดชื้นถือแผ่นเซอร์ฟ","a man in a wet suit holding a surfboard "
000000343218.jpg,"ชายที่ถือกระสุนเทนนิสบนสนามเทนนิส","a man holding a tennis racquet on a tennis court "
000000435206.jpg,"ผู้ชายเดินตามถนนที่ดินใกล้กลุ่มคน","a man walking down a dirt road near a group of people "
000000255965.jpg,"แมวสีเทาและขาวที่นั่งบนผนังท่อ","a grey and white cat sitting on a brick wall "
000000573391.jpg,"หมีดําที่เดินข้ามถนนที่ดิน","a black bear walking across a dirt road "
000000155291.jpg,"แมวที่นอนอยู่บนกระดานหน้าต่าง มองออก","a cat laying on a window sill looking out "
000000328117.jpg,"โดนัตในโรงเตรียมอาหารในครัวพาณิชย์","donuts in a fryer in a commercial kitchen "
000000102356.jpg,"ผู้หญิงที่นั่งบนมอเตอร์ไซค์อยู่หน้าภูเขา","a woman sitting on a motorcycle in front of a mountain "
000000376900.jpg,"ชายที่ถือกระสุนเทนนิสอยู่บนสนามกีฬา","a man holding a tennis racquet on a court "
000000338624.jpg,"ชายเดินตามถนนข้างๆสุนัข","a man walking down a sidewalk next to a dog "
000000079031.jpg,"ผู้หญิงบนบอร์ดเซอร์ฟ์ ขี่คลื่น","a woman on a surfboard riding a wave "
000000379800.jpg,"รถไฟสีแดง เดินทางตามเส้นทางรถไฟข้างถนน","a red train traveling down train tracks next to a street "
000000498709.jpg,"รถจักรยานที่จอดอยู่ข้างถนน","a motorcycle parked on the side of a street "
000000246436.jpg,"ชายที่เตรียมอาหารบนเตาเตาในครัว","a man preparing food on a stove top in a kitchen "
000000313783.jpg,"ผักผักผักผักผักผักผักผักผักผักผักผักผักผ","a white plate topped with meat, potatoes and vegetables "
000000500257.jpg,"คนที่ยืนอยู่รอบๆพื้นที่รับกระเป๋าเดินทาง","people standing around a baggage claim area "
000000099114.jpg,"ชายคนหนึ่งเดินตามถนนข้างถนนข้าม","a man walking down a street next to a cross walk "
000000504589.jpg,"ผู้หญิงที่โยนฟริสบีให้ผู้หญิงอีกคนหนึ่ง","a woman throwing a frisbee to another woman "
000000560371.jpg,"สัญลักษณ์ถนนบนเสาในป่า","a street sign on a pole in the woods "
000000409211.jpg,"ชายที่โยนลูกเทนนิสที่ลูกบอล","a man swinging a tennis racket at a ball "
000000555597.jpg,"ถนนเมืองที่เต็มไปด้วยรถยนต์และอาคาร","a city street filled with cars and buildings "
000000007574.jpg,"พื้นที่ครัว พร้อมตู้เย็น สระน้ํา และเครื่องซักจาน","a kitchen area with a refrigerator, sink, and a dishwasher "
000000033104.jpg,"หลายคนบนสกี โปรสเพื่อถ่ายภาพ","a number of people on skis posing for a picture "
000000267351.jpg,"ป้อมนาฬิกาที่มีท้องฟ้าสีฟ้า","a clock tower with a blue sky "
000000251065.jpg,"ห้องน้ําสีขาว ที่นั่งอยู่ข้างๆ เครื่องจัดพิมพ์ห้องน้ํา","a white toilet sitting next to a toilet paper dispenser "
000000044260.jpg,"เป็นต้นไม้ที่เต็มไปด้วยผลไม้บนต้นสาขา","a tree filled with fruit on top of a branch "
000000276284.jpg,"รถจักรยานจอดอยู่ข้างถนน","a motorcycle is parked on the side of the road "
000000357903.jpg,"พิซซ่าที่มีชีสและมะกอกบนกระทะ","a pizza with cheese and olives on a pan "
000000417085.jpg,"สองม้าเดินตามถนนอยู่ข้างถนน","two horses walking down a road next to a road "
000000423519.jpg,"รถบัสหยุดที่สถานีรถบัส","a bus is stopped at a bus stop "
000000460929.jpg,"ฮอตด็อก ที่นั่งบนโต๊ะข้างเคียงกับกระป๋องโซดา","a hot dog sitting on top of a table next to a bottle of soda "
000000093353.jpg,"คนที่ถือชิ้นหนึ่งของอาหารในมือ","a person holding a piece of food in their hand "
000000377113.jpg,"ชายบนโต๊ะเซอร์ฟ์ในน้ํา","a man on a surfboard in the water "
000000222455.jpg,"เตาเตาเตาเตาเตาเตาเตาเตาเตาเตาเตาเตาเตาเตา","a stove top oven with a variety of food items on it "
000000273420.jpg,"ผู้หญิงที่ยืนอยู่หน้าผนังในครัว","a woman standing in front of a wall in a kitchen "
000000518770.jpg,"เด็กเล็ก ๆ เล่นเกมวิว ในห้อง","young children playing a game of wii in a room "
000000264535.jpg,"ชายที่นั่งบนเก้าอี้ในสวนสาธารณะ","a man sitting on a bench in the park "
000000483667.jpg,"ชายที่ใส่หมวกสีดํา และกางเกงสีแดง","a man wearing a black hat and a red bow tie "
000000338325.jpg,"เครื่องบินขนาดใหญ่บินผ่านท้องฟ้าที่มีเมฆ","a large jetliner flying through a cloudy sky "
000000455981.jpg,"ห้องน้ําสีขาว ที่นั่งในห้องน้ําข้างๆห้องน้ําน้ํา","a white toilet sitting in a bathroom next to a sink "
000000292236.jpg,"ชายที่ยืนอยู่บนรถไฟข้างรถไฟ","a man standing on a train platform next to a train "
000000444275.jpg,"ไมโครเวฟที่นั่งอยู่ข้างถนน","a microwave sitting on the side of the road "
000000519522.jpg,"ป้อมนาฬิกาขนาดใหญ่ที่สูงขึ้นเหนือเมืองลอนดอนในเวลากลางคืน","a large clock tower towering over the city of london at night "
000000243989.jpg,"ชายที่ถือกระดานกระดาน และผู้หญิงที่ใส่หมวก","a man holding a skateboard and a woman wearing a hat "
000000243204.jpg,"คนที่ถือมีดและคานหน้าเตา","a person holding a knife and fork in front of a stove "
000000011051.jpg,"ผู้หญิงในชุดสีขาว และผู้ชายในชุดสีดํา มองโทรศัพท์มือถือ","a woman in a white dress and a man in a black dress are looking at a cell phone "
000000280930.jpg,"ผู้หญิงในเสื้อสีขาวกําลังตัดปิซซ่า","a woman in a white shirt is cutting a pizza "
000000508101.jpg,"สองคนในน้ําพร้อมกับแผ่นเซอร์ฟ","two people in the water with a surfboard "
