0,1,2,grammared,tled,time
000000037689.jpg,นักเล่นสโนว์บอร์ดที่เล่นเทคนิคในอากาศ,a snowboarder doing a trick in the air ,,,0.0
000000569700.jpg,ภาชนะที่เต็มไปด้วยดอกไม้สีชมพูบนโต๊ะ,a vase filled with pink flowers on top of a counter ,ภาชนะที่เต็มไปด้วยดอกไม้สีชมพูอยู่บนโต๊ะ,กระถางที่เต็มไปด้วยดอกสีชมพูอยู่บนเคาน์เตอร์,2.4986495971679688
000000363072.jpg,รถไฟที่เดินตามเส้นทางข้างๆ อาคารสูง,a train traveling down tracks next to tall buildings ,,,0.0
000000402346.jpg,ถ้วยสีขาวที่เต็มไปด้วยทอดมะเขือเทศและเป็ด,a white bowl filled with tomatoes and peppers ,ถ้วยสีขาวเต็มไปด้วยทอดมะเขือเทศและเป็ด,ชามสีขาวเต็มไปด้วยมะเขือเทศและพริก,2.312835931777954
000000283785.jpg,คนที่แต่งตัวใส่เสื้อ นั่งบนเวทีกับหมีเท็ดดี้,a person dressed in a costume standing on a platform with a teddy bear ,,,0.0
000000093717.jpg,ชายที่นั่งรถสเกตบอร์ดบนระเบียบรถสเกตบอร์ด,a man riding a skateboard on top of a skateboard ramp ,ชายคนหนึ่งนั่งรถสเกตบอร์ดบนระเบียบรถสเกตบอร์ด,ชายคนหนึ่งกำลังขี่สการ์บอร์ดบนทางลาดสการ์บอร์ด,2.6727144718170166
000000411754.jpg,ชายที่นั่งอยู่ในห้องถือมือถือ,a man sitting in a room holding a cell phone ,,,0.0
000000569825.jpg,นักพนันเบสบอลที่ถือไม้ตีในสนามกีฬา,a baseball player holding a bat on a field ,นักพนันเบสบอลถือไม้ตีในสนามกีฬา,นักเล่นเบสบอลถือไม้เบสบอลบนสนาม,2.215221643447876
000000558073.jpg,แมวกําลังนั่งอยู่ในตู้น้ํา,a cat is sitting in a bath tub ,,,0.0
000000308394.jpg,คนที่นั่งบนรถไฟมองหน้าต่าง,a person sitting on a train looking out a window ,คนที่นั่งบนรถไฟมองหน้าต่าง,คนคนหนึ่งนั่งบนรถไฟมองออกไปนอกหน้าต่าง,2.1767826080322266
000000267933.jpg,กลุ่มก๊อกก๊อกก๊อกก๊อกก๊อกก๊อกก๊อกก๊อกก๊,a herd of cattle grazing in a field next to a river ,,,0.0
000000098018.jpg,ห้องที่มีห้องน้ํา สระน้ํา และสิ่งของอื่นๆ ,"a room with a toilet, sink, and other items ",ห้องที่มีห้องน้ำ สระน้ำ และสิ่งของอื่นๆ,ห้องที่มีห้องน้ำและสิ่งของอื่น ๆ,2.10386061668396
000000171788.jpg,ชายที่โยนลูกเทนนิสที่ลูกบอล,a man swinging a tennis racket at a ball ,,,0.0
000000002153.jpg,นักพนันเบสบอลที่โยนไม้ตีในสนามกีฬา,a baseball player swinging a bat on a field ,นักพนันเบสบอลที่โยนไม้ตีในสนามกีฬา,นักเล่นเบสบอลสวิงไม้เท้าบนสนาม,1.8850281238555908
000000383339.jpg,คนบนโต๊ะเซอร์ฟ์ในน้ํา ,a person on a surfboard in the water ,,,0.0
000000541952.jpg,ป้อมนาฬิกาที่มีพื้นหลังฟ้า,a clock tower with a sky background ,ป้อมนาฬิกามีพื้นหลังสีฟ้า,นายกรัฐมนตรี,1.9620940685272217
000000015497.jpg,แมวที่นอนอยู่บนหนูคอมพิวเตอร์,a cat laying on top of a computer mouse ,,,0.0
000000006471.jpg,นักพนันเบสซอลที่ถือไม้ตีอยู่หน้ากลุ่มคน,a baseball player holding a bat in front of a crowd ,นักพนันเบสบอลที่ถือไม้ตีอยู่หน้ากลุ่มคน,นักเล่นเบสบอลถือไม้เบสบอลอยู่ก่อนฝูงชน,2.381798505783081
000000431693.jpg,ชายที่โยนลูกเทนนิสที่ลูกบอล,a man swinging a tennis racket at a ball ,,,0.0
000000291490.jpg,แมวที่นั่งบนเตียงพร้อมผ้าห่ม,a cat sitting on top of a bed with a blanket ,แมวนั่งอยู่บนเตียงพร้อมผ้าห่ม,แมวนั่งอยู่บนเตียงพร้อมผ้าห่ม,1.9644474983215332
000000557172.jpg,ห้องน้ําที่มีถ้วยน้ําสองถ้วยและกระจกขนาดใหญ่,a bathroom with two sinks and a large mirror ,,,0.0
000000010092.jpg,เตียงในห้องที่มีระเบียง,a bed in a room with a canopy ,เตียงในห้องที่มีระเบียง,เตียงในห้องที่มีหลังคาโค้ง,1.7048146724700928
000000370818.jpg,ห้องที่มีเตียง ห้องแต่งตัว และตู้,"a room with a bed, a dresser, and a cabinet ",,,0.0
000000417632.jpg,ผู้ชายและผู้หญิงถือแก้วไวน์ในมือ,a man and a woman holding wine glasses in their hands ,ผู้ชายและผู้หญิงถือแก้วไวน์ในมือ,ผู้ชายและผู้หญิงถือแก้วไวน์ในมือ,2.523698568344116
000000194716.jpg,ผู้หญิงที่ถือเด็กขณะที่ใส่หมวก,a woman holding a baby while wearing a hat ,,,0.0
000000331352.jpg,ห้องน้ําสีขาว ที่นั่งอยู่ข้างๆถ้วยน้ํา,a white toilet sitting next to a sink ,ห้องน้ำสีขาว ที่นั่งอยู่ข้างๆถ้วยน้ำ,โถสุขภัณฑ์สีขาวนั่งอยู่ถัดจากอ่างอาบน้ำ,2.3122458457946777
000000545407.jpg,เครื่องบินบินบินผ่านท้องฟ้าสีฟ้า ที่มีพื้นฐานท้องฟ้าสีฟ้า,an airplane flying through a blue sky with a blue sky background ,,,0.0
000000521259.jpg,ชายหนุ่มที่เล่นฟริสบีในสวน,young men playing frisbee in a park ,ชายหนุ่มที่เล่นฟุตบอลในสวน,เด็กผู้ชายเล่นฟรีสบี้ในสวนสาธารณะ,1.918710708618164
000000121673.jpg,คนขับคลื่นบนโต๊ะเซอร์ฟ์,a man riding a wave on top of a surfboard ,,,0.0
000000141821.jpg,พิซซ่านั่งบนโต๊ะข้างเคียงกับกระป๋องเบียร์,a pizza sitting on a table next to a bottle of beer ,พิซซ่านั่งบนโต๊ะข้างเคียงกับกระป๋องเบียร์,พิซซ่านั่งอยู่บนโต๊ะถัดจากขวดเบียร์,2.531033992767334
000000412531.jpg,เครื่องจอดรถที่นั่งข้างถนน,a parking meter sitting on the side of a street ,,,0.0
000000480212.jpg,โทรศัพท์มือถือที่นั่งอยู่บนโต๊ะข้างเคียงของกระป๋องน้ํา,a cell phone sitting on top of a table next to a bottle of water ,โทรศัพท์มือถือนั่งอยู่บนโต๊ะข้างเคียงของกระป๋องน้ำ,โทรศัพท์มือถือนั่งอยู่บนโต๊ะข้างขวดน้ำ,2.8752636909484863
000000216739.jpg,จิราฟ่ากินผลไม้จากต้นไม้,a giraffe eating a piece of fruit from a tree ,,,0.0
000000193743.jpg,ชายที่ถือกระสุนเทนนิสอยู่บนสนามกีฬา,a man holding a tennis racquet on a court ,ชายคนหนึ่งที่ถือกระสุนเทนนิสอยู่บนสนามกีฬา,ชายคนหนึ่งถือไม้ตีเทนนิสบนสนาม,2.285576820373535
000000407646.jpg,ชายที่ตีบอลเทนนิสด้วยรัคเก็ต,a man hitting a tennis ball with a racquet ,,,0.0
000000347693.jpg,ห้องที่มีเตียง โต๊ะและเก้าอี้,"a room with a bed, a table and some chairs ",ห้องมีเตียง โต๊ะ และเก้าอี้,ห้องที่มีเตียง โต๊ะ และเก้าอี้,1.8493332862854004
000000006818.jpg,ห้องน้ํา พร้อมห้องน้ํา สระน้ํา และถังขยะ,"a bathroom with a toilet, sink, and trash can ",,,0.0
000000242934.jpg,ห้องนั่งเล่น พร้อมโซฟา โต๊ะกาแฟ และโทรทัศน์,"a living room with a couch, coffee table and a television ",ห้องนั่งเล่นมีโซฟา โต๊ะกาแฟ และโทรทัศน์,ห้องนั่งเล่นที่มีโซฟาโต๊ะกาแฟและทีวี,2.556582450866699
000000422706.jpg,ผู้หญิงที่ยืนอยู่บนเรือในมหาสมุทร,a woman standing on top of a boat in the ocean ,,,0.0
000000535156.jpg,ช้างยืนอยู่ด้วยกันในสนาม,elephants are standing together in a field ,ช้างยืนอยู่กันในสนาม,ช้างยืนอยู่ด้วยกันในฟาร์ม,1.6339809894561768
000000467848.jpg,รถบรรทุกที่จอดอยู่หน้าอาคาร พร้อมรถยนต์,a truck is parked in front of a building with a trailer ,,,0.0
000000233825.jpg,ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และหน้าต่าง,a living room filled with furniture and a window ,,,0.0
000000353970.jpg,แมวสีดําที่นั่งบนเก้าอี้หนังสีดํา,a black cat sitting on top of a black leather chair ,,,0.0
000000236721.jpg,กระเป๋าที่เต็มไปด้วยอาหารและเครื่องดื่มบนโต๊ะ,a tray filled with food and drinks on a table ,กระเป๋าเต็มไปด้วยอาหารและเครื่องดื่มบนโต๊ะ,จานเต็มไปด้วยอาหารและเครื่องดื่มบนโต๊ะ,2.4596073627471924
000000322574.jpg,แซนวิชกับฟรนชฟริตบนกระทะ,a sandwich and french fries on a tray ,,,0.0
000000306139.jpg,กลุ่มใหญ่ของคนนั่งอยู่บนโต๊ะพร้อมกับคอมพิวเตอร์แล็ปท็อป,a large group of people sitting at a table with laptops ,กลุ่มใหญ่ของคนนั่งอยู่บนโต๊ะพร้อมกับคอมพิวเตอร์แล็ปท็อป,กลุ่มคนใหญ่นั่งที่โต๊ะกับแล็ปท็อป,2.6583125591278076
000000448448.jpg,จิราฟ่ากินใบจากพืช,a giraffe eating some leaves off of a plant ,,,0.0
000000094852.jpg,ช้างผู้ใหญ่และช้างตัวเล็กยืนอยู่ในพื้นที่หญ้า,an adult elephant and a baby elephant standing in a grassy area ,ช้างผู้ใหญ่และช้างตัวเล็กยืนอยู่ในพื้นที่หญ้า,ผู้ใหญ่ช้างและเด็กช้างยืนอยู่ในพื้นที่หญ้า,2.7474777698516846
000000506454.jpg,ที่นั่งสวนไม้ที่นั่งกลางสวน,a wooden park bench sitting in the middle of a park ,,,0.0
000000201025.jpg,ช้างที่ยืนอยู่ในป่า,elephants standing in a forest ,ช้างที่ยืนอยู่ในป่า,ช้างยืนอยู่ในป่า,2.8615221977233887
000000145665.jpg,คนที่นอนอยู่บนพื้น ขาข้ามกัน,a person laying on the ground with their legs crossed ,,,0.0
000000279730.jpg,คนที่ถือฮอตด็อกอยู่หน้าโต๊ะ,a person holding a hot dog in front of a table ,,,0.0
000000203546.jpg,หมีน้ําตาลตัวใหญ่ที่ว่ายน้ําในน้ํา,a large brown bear swimming in a body of water ,,,0.0
000000481390.jpg,หลายคนเล่นบาสเก็ตบอล,a number of people playing a game of basketball ,หลายคนเล่นบาสเก็ตบอล,หลายคนเล่นบาสเก็ตบอล,1.306838035583496
000000065798.jpg,มีเกมเบสบอลที่เล่นอยู่บนสนามกีฬา,a baseball game is being played on a field ,,,0.0
000000535858.jpg,ผู้ชายที่นั่งบอร์ดเซอร์ฟบนคลื่น,a man riding a surfboard on top of a wave ,ผู้ชายนั่งบอร์ดเซอร์ฟบนคลื่น,ชายคนหนึ่งกำลังขี่บอร์ดบนคลื่น,2.026108980178833
000000312278.jpg,เตียงของกระเป๋าเดินทางที่ติดกัน,a stack of suitcases stacked on top of each other ,,,0.0
000000353180.jpg,กลุ่มใหญ่ของผู้ชายยืนอยู่ข้างรถบรรทุก,a large group of men standing next to a truck ,กลุ่มใหญ่ของผู้ชายยืนอยู่ข้างรถบรรทุก,กลุ่มผู้ชายขนาดใหญ่ยืนอยู่ข้างรถบรรทุก,2.3364336490631104
000000232692.jpg,ชายที่นั่งสกีน้ํา ถูกเรือดึง,a man on a water skis is being pulled by a boat ,,,0.0
000000474167.jpg,พิซซ่าที่นั่งบนโต๊ะข้างเคียงกับกระป๋องโซดา,a pizza sitting on top of a table next to a bottle of soda ,พิซซ่าที่นั่งบนโต๊ะข้างเคียงกับกระป๋องโซดา,พิซซ่าอยู่บนโต๊ะข้างโซดา,2.3461713790893555
000000166664.jpg,ช้างใหญ่เดินตามถนนข้างถนน,a large elephant walking down a road next to a car ,,,0.0
000000261796.jpg,สัญลักษณ์ทางถนนบนเสาหน้าอาคาร,a street sign on a pole in front of a building ,,,0.0
000000581206.jpg,คนที่ถือจานของฮอตด็อก,a person holding a plate of hot dogs ,,,0.0
000000570756.jpg,ผู้คนบินกวางบนชายหาด,people flying kites on a beach ,คนบินกวางบนชายหาด,ผู้คนกำลังบินบอลบนชายหาด,1.4454362392425537
000000540466.jpg,คนที่ถือร่มอยู่ใกล้รั้ว,a person holding an umbrella near a fence ,,,0.0
000000542073.jpg,สัญลักษณ์ถนนที่หน้าอาคาร,a street sign in front of a building ,สัญลักษณ์ถนนที่หน้าอาคาร,ฉันต้องการไปที่ร้าน,1.774519443511963
000000429011.jpg,รถบรรทุกสีเขียวที่จอดอยู่หน้าอาคาร,a green truck is parked in front of a building ,,,0.0
000000085376.jpg,รถมอเตอร์ไซค์สีเขียวที่จอดอยู่ตรงหน้าเครื่องจอดรถ,a green motorcycle parked in front of a parking meter ,รถมอเตอร์ไซค์สีเขียวที่จอดอยู่ตรงหน้าเครื่องจอดรถ,มอเตอร์ไซค์สีเขียวจอดอยู่ในที่จอดรถ,2.676962375640869
000000099054.jpg,เที่ยวบินที่จอดอยู่บนทางสนามบิน,an airplane is parked on the tarmac at an airport ,,,0.0
000000541664.jpg,คีย์บอร์ดคอมพิวเตอร์และหนูบนโต๊ะ,a computer keyboard and mouse on a table ,คีย์บอร์ดคอมพิวเตอร์และหนูบนโต๊ะ,คอมพิวเตอร์คีย์บอร์ดและเมาส์บนโต๊ะ,1.9981982707977295
000000044590.jpg,กลุ่มคนขับมอเตอร์ไซค์บนถนน,a large group of motorcycle riders on a road ,,,0.0
000000092939.jpg,ชายกับผู้หญิงตัดเค้กแต่งงาน,a man and woman cutting a wedding cake ,ชายกับผู้หญิงตัดเค้กแต่งงาน,ผู้ชายและผู้หญิงตัดเค้กแต่งงาน,2.175398349761963
000000274219.jpg,ชายที่ใส่ชุดและเกียรติศักดิ์สิทธิ์,a man wearing a suit and tie ,,,0.0
000000273493.jpg,คนสองคนเล่นเทนนิสบนสนามพืชหญ้า,two people playing tennis on a grass court ,คนสองคนเล่นเทนนิสบนสนามหญ้า,คนสองคนเล่นเทนนิสบนสนามหญ้า,1.659780502319336
000000391140.jpg,ผู้ชายคนหนึ่งถือคอนโทรลเลอร์เกมของนินเทนโด วีไอ ณหน้าเผาไหม้,a man holding a nintendo wii game controller in front of a fireplace ,,,0.0
000000527215.jpg,ผู้ชายที่บินสายพายบนชายหาดที่ครอบคลุมด้วยหิมะ,a man flying a kite on top of a snow covered beach ,,,0.0
000000230166.jpg,ฝูงแกะที่บกบนสนามเขียวเข้มงวด,a herd of sheep grazing on a lush green field ,,,0.0
000000458045.jpg,นักพนันเบสบอลหนุ่มที่โยนไม้ตีที่ลูกบอล,a young baseball player swinging a bat at a ball ,นักพนันเบสบอลหนุ่มที่โยนไม้ตีที่ลูกบอล,เด็กผู้เล่นเบสบอลสวิงไม้ตีลูก,2.071584939956665
000000138492.jpg,สุนัขสีดําและขาวที่มีฟริสบี้ในปาก,a black and white dog with a frisbee in its mouth ,,,0.0
000000438774.jpg,ผู้ชายและผู้หญิงยืนอยู่ในครัว,a man and a woman are standing in a kitchen ,ผู้ชายและผู้หญิงยืนอยู่ในครัว,ผู้ชายและผู้หญิงกำลังยืนอยู่ในห้องครัว,2.188286304473877
000000469067.jpg,คนที่นอนบนเตียงกับแมว,a person sleeping on a bed with a cat ,,,0.0
000000504074.jpg,ผู้หญิงที่นั่งบนเก้าอี้พร้อมกับคอมพิวเตอร์แล็ปท็อป,a woman sitting on a bench with a laptop ,ผู้หญิงนั่งอยู่บนเก้าอี้พร้อมคอมพิวเตอร์แล็ปท็อป,ผู้หญิงนั่งบนม้านั่งพร้อมแลปทอป,2.6037757396698
000000312213.jpg,แมวสีดําและขาวที่นอนบนเล็ปท็อป,a black and white cat laying on top of a laptop ,,,0.0
000000061658.jpg,จานสีขาวที่เต็มไปด้วยบร็อกโคลีและผักอื่น ๆ ,a white plate filled with broccoli and other vegetables ,จานสีขาวที่เต็มไปด้วยบร็อกโคลีและผักอื่น ๆ,จานสีขาวเต็มไปด้วยบรอกโคลีและผักอื่น ๆ,2.362748861312866
000000082085.jpg,คนที่ยืนอยู่บนเวทีข้างรถไฟ,people standing on a platform next to a train ,,,0.0
000000488385.jpg,รถมอเตอร์ไซค์ที่จอดอยู่หน้าอาคาร,a motorcycle parked in front of a building ,รถมอเตอร์ไซค์ที่จอดอยู่หน้าอาคาร,รถมอเตอร์ไซค์จอดอยู่ข้างนอกอาคาร,1.859114646911621
000000396518.jpg,คนในเรือที่มีร่มอยู่บนแม่น้ํา,a man in a boat with an umbrella on a river ,,,0.0
000000473121.jpg,ชายที่ตกท่าท่าท่าหิมะกับนักท่าท่าท่าอื่นๆ,a man skiing down a snow covered slope with other skiers ,ชายคนหนึ่งตกหลุมรักกับนักท่าท่าท่าอื่นๆ,ชายคนหนึ่งกำลังเล่นสกีลงเขาที่ปกคลุมด้วยหิมะ,2.5960781574249268
000000283268.jpg,เด็กน้อยกําลังกินฮอตด็อกกับเคชัป,a small child is eating a hot dog with ketchup ,,,0.0
000000403385.jpg,ห้องน้ํา พร้อมห้องน้ํา สระน้ํา และตู้อาบน้ํา,"a bathroom with a toilet, sink, and shower stall ",ห้องน้ํา พร้อมห้องน้ํา สระน้ํา และตู้อาบน้ำ,ห้องน้ำที่มีห้องน้ำสุขอนามัย ฝักบัว และฝักบัว,2.6270487308502197
000000552775.jpg,ผู้ชายที่ยืนอยู่หน้าเตาในครัว,a man standing in front of a stove in a kitchen ,,,0.0
000000007088.jpg,สาวน้อยที่ถือร่มอยู่บนทางเดิน,a young girl holding an umbrella on a sidewalk ,สาวน้อยที่ถือร่มอยู่บนทางเดิน,หญิงสาวถือร่มอยู่บนถนน,1.803354024887085
000000384850.jpg,ห้องน้ําที่มีผ้าม่านอาบน้ําและห้องน้ํา,a bathroom with a shower curtain and a toilet ,,,0.0
000000419098.jpg,สายร่มสีชมพูและสีส้ม,a row of pink and orange umbrellas ,สายร่มสีชมพูและสีส้ม,แถวร่มสีชมพูและสีส้ม,1.5868902206420898
000000311180.jpg,คนที่ถือข้อมือข้างหน้าโรงงาน,a person holding a pair of scissors in front of a plant ,,,0.0
000000565989.jpg,นาฬิกาที่ติดอยู่ด้านข้างของอาคาร มีนกอยู่บนมัน,a clock mounted to the side of a building with a bunch of birds on top of it ,,,0.0
000000424135.jpg,นาฬิกาขนาดใหญ่ที่ด้านหลังของอาคาร,a large clock on the side of the building ,,,0.0
000000507797.jpg,กลุ่มใหญ่ของผู้คนยืนอยู่รอบรถบัส,a large group of people standing around a bus ,กลุ่มใหญ่ของผู้คนยืนอยู่รอบรถบัส,กลุ่มคนใหญ่ยืนอยู่รอรถบัส,1.8622658252716064
000000189698.jpg,สัญลักษณ์ทางถนนที่มุมถนน,a street sign on the corner of a street ,,,0.0
000000051008.jpg,แมวที่นอนบนคอมพิวเตอร์แล็ปท็อป,a cat that is laying down on a laptop ,แมวนอนอยู่บนคอมพิวเตอร์แล็ปท็อป,แมวนั่งอยู่บนแลปทอป,1.4496307373046875
000000243495.jpg,ห้องน้ําสีขาว ที่นั่งอยู่ข้างถ้วยน้ําในห้องน้ํา,a white toilet sitting next to a sink in a bathroom ,,,0.0
000000468233.jpg,นาฬิกาที่นั่งบนโต๊ะ,a clock sitting on top of a desk ,นาฬิกาบนโต๊ะ,นาฬิกาที่วางอยู่บนโต๊ะ,1.4692130088806152
000000442323.jpg,ห้องนอนที่มีเสื้อผ้าและโทรทัศน์,a bedroom with a dresser and a television ,,,0.0
000000214753.jpg,มีคน 2 คน ขี่ม้าอยู่บนชายหาด,two people are riding horses on the beach ,มีคนสองคนขี่ม้าอยู่บนชายหาด,สองคนกำลังขี่ม้าบนชายหาด,1.4730556011199951
000000341719.jpg,คนที่นั่งสกียืนอยู่บนเนินเขาที่หิมะปกคลุม,people on skis standing on top of a snow covered slope ,,,0.0
000000541055.jpg,นักสกีสามคน โพสเพื่อถ่ายรูปบนภูเขา,three skiers posing for a picture on a mountain ,นักสกีสามคนโพสต์เพื่อถ่ายรูปบนภูเขา,ผู้เล่นสกีสามคนยืนอยู่บนยอดเขา,2.0005950927734375
000000568814.jpg,ชายมีศีรษะใส่เกียรติเกียรติเกียรติเกียรติเกียรติเกียรติเก,a man with a beard wearing a tie ,,,0.0
000000180560.jpg,ผู้หญิงที่ถือเทียนอยู่หน้าเค้ก,a woman holding a candle in front of a cake ,ผู้หญิงที่ถือเทียนอยู่หน้าเค้ก,ผู้หญิงคนหนึ่งถือเทียนไว้ข้างหน้าของเค้ก,2.2355711460113525
000000459467.jpg,เที่ยวบินเล็ก ๆ น้อย ๆ ที่จอดอยู่บนถนนบิน,a small plane is parked on the runway ,,,0.0
000000005600.jpg,ถ้วยอาหารบนโต๊ะ,a bowl of food on a table ,,,0.0
000000290592.jpg,กลุ่มแกะที่ยืนอยู่ในพื้นที่ที่กําแพง,a herd of sheep standing in a fenced in area ,,,0.0
000000472678.jpg,โต๊ะทํางานของคอมพิวเตอร์ที่มีจอสองตัว และคอมพิวเตอร์เล็ตป๊อต,a computer desk with two monitors and a laptop ,โต๊ะทำงานของคอมพิวเตอร์มีจอสองตัวและคอมพิวเตอร์เล็ตป๊อป,โต๊ะคอมพิวเตอร์ที่มีสองจอและแล็ปท็อป,2.97084903717041
000000471869.jpg,หมีเท๊ดี้สีน้ําตาล ที่นั่งบนผ้าห่มสีฟ้า,a brown teddy bear sitting on a blue blanket ,,,0.0
000000056350.jpg,ชายที่นอนอยู่บนพื้นข้างๆผู้หญิงในห้องน้ํา,a man laying on the floor next to a woman in a bathroom ,ชายนอนอยู่บนพื้นข้างๆผู้หญิงในห้องน้ำ,ชายคนหนึ่งนอนบนพื้นในห้องน้ำ,2.3452956676483154
000000239537.jpg,ชายที่โยนลูกเทนนิสที่บอล,a man swinging a tennis racquet at a ball ,,,0.0
000000552842.jpg,นักเตะเบสบอลที่โยนลูกเบสบอลในสนาม,a baseball player pitching a baseball on a field ,นักเตะเบสบอลโยนลูกเบสบอลในสนาม,นักกีฬาเล่นเบสบอลในสนาม,1.6946098804473877
000000356248.jpg,เด็กชายเล็ก ๆ น้อย ๆ ที่นั่งที่โต๊ะกับเด็กผู้หญิงเล็ก ๆ น้อย ๆ น้อย ๆ ,a little boy sitting at a table with a little girl ,,,0.0
000000033368.jpg,ชายที่ถือกระสุนเทนนิสอยู่บนสนามกีฬา,a man holding a tennis racquet on a court ,ชายคนหนึ่งที่ถือกระสุนเทนนิสอยู่บนสนามกีฬา,ชายคนหนึ่งถือไม้ตีเทนนิสบนสนาม,2.285903215408325
000000329323.jpg,กลุ่มคนยืนอยู่รอบๆโต๊ะที่มีอาหารอยู่บนโต๊ะ,a crowd of people standing around a table with food on it ,,,0.0
000000358525.jpg,เด็กชายหนุ่มที่นั่งบนเตียง ใช้คอมพิวเตอร์เล็ปท็อป,a young boy sitting on a bed using a laptop computer ,,,0.0
000000154644.jpg,ผู้หญิงที่ถือโทรศัพท์มือถือขึ้นไปบนใบหน้า,a woman holding a cell phone up to her face ,,,0.0
000000404678.jpg,ครอบครัวที่นั่งอยู่บนโต๊ะกินอาหาร,a family sitting at a table eating food ,ครอบครัวนั่งอยู่บนโต๊ะกินอาหาร,ครอบครัวนั่งที่โต๊ะกินอาหาร,1.7886488437652588
000000452784.jpg,คนที่ตัดบร็อกโคลีในจาน,a person cutting broccoli in a bowl ,,,0.0
000000146155.jpg,ชายที่ถือแก้วไวน์อยู่หน้าบาร์,a man holding a glass of wine in front of a bar ,ชายที่ถือแก้วไวน์อยู่หน้าบาร์,ชายคนหนึ่งถือแก้วไวน์ไว้ข้างหน้าบาร์,2.201955556869507
000000402720.jpg,สามคนนั่งอยู่บนโต๊ะ พร้อมกับจานอาหาร,three men sitting at a table with a plate of food ,,,0.0
000000255664.jpg,สุนัขจับฟริสบีในปากของเขา,a dog catching a frisbee in its mouth ,สุนัขจับกุ้งในปากของมัน,สุนัขจับลูกบอลฟรีสไบ้ไว้ในปาก,1.612337589263916
000000561009.jpg,นกที่อยู่บนกิ่งไม้,a bird perched on a tree branch ,,,0.0
000000377497.jpg,ม้าสีขาวและสีน้ําตาลยืนอยู่ข้างๆรั้ว,a white and brown horse standing next to a fence ,ม้าสีขาวและสีน้ำตาลยืนอยู่ข้างรั้ว,ม้าสีขาวและสีน้ำตาลยืนอยู่ข้างฟาร์ม,2.0493955612182617
000000286849.jpg,แกะจิราฟยืนอยู่ข้างๆผนังหิน,a herd of giraffes standing next to a rock wall ,,,0.0
000000024021.jpg,กลุ่มคนจํานวนมาก ที่นั่งบนหลังคาอาคารอิฐ,a large group of people sitting on top of a brick building ,,,0.0
000000018833.jpg,แมวที่นอนอยู่บนรองเท้ากีฬา,a cat laying on top of a pair of sneakers ,,,0.0
000000393838.jpg,หม้อที่เต็มไปด้วยกุหลาบและกระเทียมบนเตา,a pot filled with carrots and onions on a stove top ,หม้อที่เต็มไปด้วยกุหลาบและกระเทียมอบบนเตา,หม้อที่เต็มไปด้วยแครอทและหัวหอมบนเตา,2.075854539871216
000000439426.jpg,คนที่ถือดอนเน็ตไว้ในมือ,a person holding a doughnut in their hand ,,,0.0
000000175438.jpg,นาฬิกาบนเสา บนถนน,a clock on a pole on a street ,นาฬิกาบนเสาบนถนน,นาฬิกาบนเสาบนถนน,1.3512558937072754
000000232646.jpg,สัญลักษณ์หยุดทางข้างถนนที่ครอบคลุมกับหิมะ,a stop sign on the side of a snow covered road ,,,0.0
000000275791.jpg,สองรถไฟที่จอดอยู่ข้างๆกัน บนสะพาน,two trains parked next to each other on a bridge ,รถไฟสองขบวนที่จอดอยู่ข้างๆกันบนสะพาน,สองรถไฟจอดอยู่ข้างกันบนสะพาน,1.9794013500213623
000000569030.jpg,อุปกรณ์ไฟฟ้าในถนนเมือง,a fire hydrant on a city street ,,,0.0
000000411665.jpg,แมวดูตัวเองในกระจก,a cat is looking at itself in a mirror ,แมวดูตัวเองในกระจก,แมวกำลังมองตัวเองในกระจก,1.4450690746307373
000000052996.jpg,คนในครัว เตรียมอาหาร,people in a kitchen preparing food ,,,0.0
000000267946.jpg,สัญลักษณ์ถนนสีฟ้าและสีขาวบนเสา,a blue and white street sign on a pole ,สัญลักษณ์ถนนสีฟ้าและสีขาวบนเสา,ป้ายทางด้วยสีฟ้าและสีขาวติดบนเสา,1.9523754119873047
000000102820.jpg,เด็กผู้หญิงคนหนึ่งนั่งบนเตียงไม้,a little girl sitting on top of a wooden bench ,,,0.0
000000082765.jpg,คนที่นอนบนเตียง อ่านหนังสือ,a person laying on a bed reading a book ,คนที่นอนอยู่บนเตียงอ่านหนังสือ,มีคนนอนบนเตียงอ่านหนังสือ,1.823150873184204
000000376856.jpg,อาคารอิฐสูงที่มีหอนาฬิกา,a tall brick building with a clock tower ,,,0.0
000000091921.jpg,เซเบร่ายืนอยู่ข้างๆ เซเบร่าที่นอนอยู่,a zebra standing next to a zebra laying down ,,,0.0
000000124659.jpg,ห้องนั่งเล่นที่เต็มไปด้วยเฟอร์นิเจอร์และกระเป๋าเดินทางสีแดง,a living room filled with furniture and a red suitcase ,,,0.0
000000522889.jpg,นักเตะเทนนิสหญิงที่กําลังดําเนินการในสนาม,a female tennis player in action on the court ,นักเตะเทนนิสหญิงกำลังเล่นในสนาม,นักเทนนิสหญิงกำลังเล่นเกมบนสนาม,1.9813730716705322
000000227765.jpg,หม้ออาหารถูกปรุงบนเตา,a pot of food is being cooked on a stove ,,,0.0
